T =10;
M =10;
N =30;
penalty =50;
bowserCapacity =2000;
initialBowserLevel =0;
initialBowserLocation = 1;
tankCapacity =[235, 125, 112, 125, 235, 146, 125, 112, 235, 235];
initialTankLevel =[8, 21, 10, 2, 31, 11, 14, 22, 15, 21];
fuelConsumption =[[0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316],
[1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314],
[0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316],
[0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316]];
connectivity = [[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0],
[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
