T =10;
M =10;
N =20;
penalty =100;
bowserCapacity =2000;
initialBowserLevel =0;
initialBowserLocation = 1;
tankCapacity =[125, 125, 146, 112, 125, 125, 125, 125, 125, 125];
initialTankLevel =[23, 10, 15, 19, 21, 0, 0, 20, 18, 7];
fuelConsumption =[[0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989],
[0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782],
[0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782],
[0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782]];
connectivity = [[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0],
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1],
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0],
[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0],
[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0],
[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0],
[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],
[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]];
distance = [[0, 90.9336, 117.27, 110.213, 107.224, 109.208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107.75, 0, 87.7621, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91.8527, 0, 0, 0, 0, 0],
[0, 0, 120.272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120.505, 121.793, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 106.224, 0, 0, 0, 0, 0, 0, 0, 0, 54.3502, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 112.144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81.7451],
[0, 73.5267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 114.141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 99.2002, 0, 0, 0, 0, 0, 0, 155.488, 101.324, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 79.5379, 0, 0, 0, 0, 0, 98.457, 0, 0, 114.322, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 119.007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68.4952, 0, 0, 0, 0, 0, 0, 0],
[92.463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[64.6824, 0, 0, 0, 0, 0, 104.616, 0, 0, 0, 94.4999, 80.4706, 0, 120.272, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89.7435, 0, 0, 0, 0, 116.925, 0, 0],
