T =10;
M =20;
N =48;
penalty =50;
bowserCapacity =1000;
initialBowserLevel =0;
initialBowserLocation = 1;
tankCapacity =[235, 235, 125, 125, 125, 125, 125, 125, 235, 146, 112, 235, 112, 112, 125, 125, 125, 112, 235, 125];
initialTankLevel =[20, 43, 21, 10, 19, 0, 4, 5, 13, 15, 10, 41, 21, 4, 13, 7, 19, 7, 24, 23];
fuelConsumption =[[0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033, 0.375033],
[0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213],
[0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782],
[0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213],
[0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782],
[0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782],
[0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316],
[1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989, 1.04989],
[0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314],
[0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316],
[0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314],
[0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314],
[0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782, 0.364782],
[0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728, 0.529728],
[0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213],
[0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314, 0.0803314],
[0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316, 0.458316],
[0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213, 0.208213]];
connectivity = [[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
